,date,id,nama,umur,id_produk,produk,brand,nilai_produk,jumlah_review,tempat_beli,jenis,kategori,tipe_kulit,waktu_pemakaian,penggunaan,kepuasan,rekomendasi,review
142,2022-01-18T04:27:31.000Z,70737,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/auliaasaf"">auliaasaf</a></p>]","[<p class=""profile-age"">19 - 24</p>]",78640,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/bath-shower/bubble-bath-soak/dove/beauty-cream-bar-1?tab=reviews"">Beauty Cream Bar</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/dove?tab=products&amp;order=popular&amp;page=1"">Dove</a></h3>]","[<span class=""rating-text"">4.7</span>]","[<span class=""rating-total"">(<!-- -->3<!-- -->)</span>]",Shopee,Bath Treatment,Bath \\u0026 Shower,"[<p class=""profile-description"">Combination, Light, Neutral</p>]",1 week - 1 month,y,4,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>auliaasaf recommends this product!</b></p>]","waktu pertama kali beli yg travel size, abis sebotol langsung beli yg full size. aku suka banget wanginya, kupake tiap pagi dan malam sebelum pakai serum. hasilnya di kulit aku cukup membantu melembapkan. kemasannya botol kaca gitu, jd keliatan mewah"""
143,2022-01-18T04:27:22.000Z,947833,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/kezyaapkphn"">kezyaapkphn</a></p>]","[<p class=""profile-age"">19 - 24</p>]",89399,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/treatment/serum-essence-23/nama-beauty/c-booster-brightening-and-age-defying-face-serum?tab=reviews"">C-Booster Brightening &amp; Age Defying Face Serum</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/nama-beauty?tab=products&amp;order=popular&amp;page=1"">NAMA Beauty</a></h3>]","[<span class=""rating-text"">5</span>]","[<span class=""rating-total"">(<!-- -->10<!-- -->)</span>]",PR Package,Serum \\u0026 Essence,Treatment,"[<p class=""profile-description"">Oily, Medium Light, Cool</p>]",1 month - 3 months,y,4,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>kezyaapkphn recommends this product!</b></p>]","Teksturnya gel dan untuk wanginya sendiri hamoir tidak ada. sebenarnya aku suka sama efek cooling nya pas dipakai tapi ternyata produk ini gak cocok diaku malah bikin kulitku jadi merah dan gatal gatal gitu, mungkin karena ada ingredients alkoholnya kali ya yg bikin gak cocok dikulit aku."""
144,2022-01-18T04:27:06.000Z,6134,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/aprie"">aprie</a></p>]","[<p class=""profile-age"">30 - 34</p>]",90312,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/foundation/liquid/you-beauty/24h-noutriwear-velvet-liquid-foundation-w703-warm-ivory-1?tab=reviews"">24H NoutriWear+ Velvet Liquid Foundation </a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/you-beauty?tab=products&amp;order=popular&amp;page=1"">Y.O.U Beauty</a></h3>]","[<span class=""rating-text"">5</span>]","[<span class=""rating-total"">(<!-- -->1<!-- -->)</span>]",Shopee,Liquid,Foundation,"[<p class=""profile-description"">Oily, Medium Light, Warm</p>]",1 week - 1 month,y,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>aprie recommends this product!</b></p>]","Ini recomendasi bgt nih miselar water non alcohol ga bikin perih dikulit muka. Dan bersiin nya juga poll bersih bgt gada lg kotoran atau bekas make up yg nempel. Wajib bgt di restock nih thank ponds \xf0\x9f\x98\x8d\xf0\x9f\xa5\xb0"""
145,2022-01-18T04:25:45.000Z,950535,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/shaneraalvia"">shaneraalvia</a></p>]","[<p class=""profile-age"">19 - 24</p>]",45939,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/grooming/intimate-care/roro-mendut/ratus-v-celup-instant-keraton?tab=reviews"">Ratus-V Celup Instant Keraton</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/roro-mendut?tab=products&amp;order=popular&amp;page=1"">Roro Mendut</a></h3>]","[<span class=""rating-text"">4.8</span>]","[<span class=""rating-total"">(<!-- -->81<!-- -->)</span>]",Shopee,Intimate Care,Personal Care,"[<p class=""profile-description"">Combination, Medium, Neutral</p>]",1 month - 3 months,n,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>shaneraalvia recommends this product!</b></p>]","Kalian wajib beli deh ini, asli bagus banget!!!! pemakaian pertama langsung takjub karna bikin muka kok aluss bgtt, lembab jugaa tekstur krimnya cepet bgt nyerep jd buat yg ga sabaran make skincare ini cocok \xf0\x9f\x98\x84 dan wanginya ga ganggu juga worth it bgttt sih dipake buat yg udh umur 20an keatas"""
146,2022-01-18T04:25:02.000Z,70737,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/auliaasaf"">auliaasaf</a></p>]","[<p class=""profile-age"">19 - 24</p>]",72261,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/mask/wash-off-peel-off/wardah/wardah-lightening-blue-clay-mask?tab=reviews"">Lightening Blue Clay Mask</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/wardah?tab=products&amp;order=popular&amp;page=1"">Wardah</a></h3>]","[<span class=""rating-text"">3.3</span>]","[<span class=""rating-total"">(<!-- -->404<!-- -->)</span>]",Shopee,Wash-Off,Mask,"[<p class=""profile-description"">Combination, Light, Neutral</p>]",1 week - 1 month,y,3,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>auliaasaf recommends this product!</b></p>]","looove this lip scrub, butirannya kecil dan bukan yang kasar dan buat sakit dibibir, tapi biarpun lembut setelah dipakai kerasa kalau bibir jd lebih fresh dan bersih dari kulit mati. ada wangi manisnya yang subtle and ga ganggu, juga ga ada rasa yang ga enak atau aneh dari scrubnya sendiri. will definitely finish this one happily hehe thanks FD try and review! \xf0\x9f\x98\x8b\xf0\x9f\xa4\xa9"""
147,2022-01-18T04:22:23.000Z,950528,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/emilyfriska"">emilyfriska</a></p>]","[<p class=""profile-age"">19 - 24</p>]",87288,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/treatment/skin-soothing-treatment/roro-mendut/glowing-red-jelly-treatment?tab=reviews"">Glowing Red Jelly Treatment</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/roro-mendut?tab=products&amp;order=popular&amp;page=1"">Roro Mendut</a></h3>]","[<span class=""rating-text"">4.7</span>]","[<span class=""rating-total"">(<!-- -->105<!-- -->)</span>]",Shopee,Skin Soothing Treatment,Treatment,"[<p class=""profile-description"">Normal, Medium, Neutral</p>]",1 month - 3 months,n,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>emilyfriska recommends this product!</b></p>]"," lotion dengan tekstur lembut......tidak lengket .mencerahkan kulit dan membuat terlihat lebih fresh , membuat lebih percaya diri . melembabkan banget , sama sekali ga membuat kulitku kering \xe2\x99\xa5\xef\xb8\x8f......\\n"""
148,2022-01-18T04:21:34.000Z,990369,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/Kristinnn"">Kristinnn</a></p>]","[<p class=""profile-age"">30 - 34</p>]",50833,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/fragrance/edt/oriflame/oriflame-eclat?tab=reviews"">Oriflame Eclat</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/oriflame?tab=products&amp;order=popular&amp;page=1"">Oriflame</a></h3>]","[<span class=""rating-text"">4.6</span>]","[<span class=""rating-total"">(<!-- -->11<!-- -->)</span>]",Brand website,EDT,Fragrance,"[<p class=""profile-description"">Combination, Medium, Warm</p>]",3 months - 6 months,n,4,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>Kristinnn recommends this product!</b></p>]","Aku punya dark eye circle yang lumayan item, liat kata reviewnya bagus2 tapi menurut aku ga terlalu signifikan. cukup melembabkan dan yang penting dipake rutin aja kelihatan hasilnya sedikit, ga terlalu memudarkan dark eye circle yang parah"""
149,2022-01-18T04:21:12.000Z,956838,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/susantikd"">susantikd</a></p>]","[<p class=""profile-age"">25 - 29</p>]",80152,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/eye-treatment/eye-serum/npure/marigold-eye-power-serum-concentrate?tab=reviews"">Marigold Eye Power Serum Concentrate</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/npure?tab=products&amp;order=popular&amp;page=1"">N'pure</a></h3>]","[<span class=""rating-text"">4.9</span>]","[<span class=""rating-total"">(<!-- -->1897<!-- -->)</span>]",Tokopedia,Eye Serum,Eye Treatment,"[<p class=""profile-description"">Normal, Medium, Cool</p>]",1 week - 1 month,n,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>susantikd recommends this product!</b></p>]","kemasan compact yang dilengkapi dengan puff, sehingga praktis digunakan dimana saja dan kapan saja\\n- Full Coverage: dilengkapi dengan Soft Light-diffusing Powder, yang berfungsi untuk menutupi ketidaksempurnaan pada kulit dengan cara membaurkan cahaya, sehingga dapat menyamarkan garis-garis halus serta kemerahan."""
150,2022-01-18T04:20:11.000Z,947833,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/kezyaapkphn"">kezyaapkphn</a></p>]","[<p class=""profile-age"">19 - 24</p>]",88754,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/treatment-color/mask-04/joylab/hair-masker-hair-treatment-1?tab=reviews"">Hair Mask</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/joylab?tab=products&amp;order=popular&amp;page=1"">Joylab </a></h3>]","[<span class=""rating-text"">5</span>]","[<span class=""rating-total"">(<!-- -->23<!-- -->)</span>]",Gift,Hair Mask,Treatment,"[<p class=""profile-description"">Oily, Medium Light, Cool</p>]",1 month - 3 months,y,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>kezyaapkphn recommends this product!</b></p>]","Sayang bgt belum berjodoh dengan serum ini. Padahal harganya sangat menyanggupi dompetku:( Awal pake kaya ada rasa cekat cekit dan gatal di muka aku. Adikku juga pake ada rasa cekat-cekitnya. Sepertinya sih serumnya gak cocok sama tonerku, berhubung sblum pake serum aku pake toner dulu. Trus rada takut lanjutin klo udah ada rasa cekat-cekit gitu. Pdhal bru pake serumnya bbrpa tetes doang. Untung harganya murce, jadi fine-fine aja"""
151,2022-01-18T04:18:38.000Z,915553,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/gelltn"">gelltn</a></p>]","[<p class=""profile-age"">19 - 24</p>]",85969,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/treatment-color/mist/krastase/chronologiste-huile-de-parfum?tab=reviews"">Chronologiste Huile De Parfum</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/krastase?tab=products&amp;order=popular&amp;page=1"">Kérastase</a></h3>]","[<span class=""rating-text"">5</span>]","[<span class=""rating-total"">(<!-- -->2<!-- -->)</span>]",Shopee,Hair Fragrance,Treatment,"[<p class=""profile-description"">Combination, Light, Neutral</p>]",More than 1 year,n,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>gelltn recommends this product!</b></p>]","aku suka banget sama produk dari azarine yang lightening serum bener\' bikin kulit kita jadi cerahan dan gak kusam biasanya aku pake pas pagii hari seusai mandi , pemakaian aku udh selama 2 bulan bagus banget, jujurly aku rekomendasiin bgt skincare azarine buat pemula skincare"""
152,2022-01-18T04:16:11.000Z,950525,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/sahilaviana"">sahilaviana</a></p>]","[<p class=""profile-age"">19 - 24</p>]",29980,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/mask/wash-off-peel-off/roro-mendut/lulur-brotowali?tab=reviews"">Lulur Brotowali</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/roro-mendut?tab=products&amp;order=popular&amp;page=1"">Roro Mendut</a></h3>]","[<span class=""rating-text"">4.4</span>]","[<span class=""rating-total"">(<!-- -->78<!-- -->)</span>]",Shopee,Wash-Off,Mask,"[<p class=""profile-description"">Normal, Medium, Neutral</p>]",1 month - 3 months,n,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>sahilaviana recommends this product!</b></p>]","aku suka lulur mangir manten ini. aromanya enak , dipakai juga lembut di kulit . dan hasilnya aku pakai juga bener bener mencerahkan , sekarang kulitku udah kelihatan kuning langsat , makin halus dan udah ga kering lagi . """
153,2022-01-18T04:14:22.000Z,992360,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/maretaagr11"">maretaagr11</a></p>]","[<p class=""profile-age"">18 and Under</p>]",82341,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/treatment/serum-essence-23/dear-me-beauty/10-vitamin-c-orange-extract-face-serum?tab=reviews"">10% Vitamin C + Orange Extract Face Serum</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/dear-me-beauty?tab=products&amp;order=popular&amp;page=1"">Dear Me Beauty</a></h3>]","[<span class=""rating-text"">4.8</span>]","[<span class=""rating-total"">(<!-- -->118<!-- -->)</span>]",Shopee,Serum \\u0026 Essence,Treatment,"[<p class=""profile-description"">Oily, Medium Light, Cool</p>]",Less than 1 week,y,4,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>maretaagr11 recommends this product!</b></p>]","Aku ngrasain perubahan kulitku jadi lebih cerah ketika rutin pakai serum ini. aku serum ini favorit akuuu. \xf0\x9f\x98\x8d yg ga akan aku skip dan slalu aku pakai... karna cantik itu pilihan, jadi aku memilih face treathment oil satu ini buat jadi produk andalan aku untuk tampil cerah + glowing \xf0\x9f\xa4\x8d\\n"""
154,2022-01-18T04:13:05.000Z,948824,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/clarangela23"">clarangela23</a></p>]","[<p class=""profile-age"">25 - 29</p>]",25377,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/moisturizer/day-cream/pyunkang-yul/pyunkang-yul?tab=reviews"">Moisture Serum</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/pyunkang-yul?tab=products&amp;order=popular&amp;page=1"">Pyunkang Yul</a></h3>]","[<span class=""rating-text"">3.9</span>]","[<span class=""rating-total"">(<!-- -->69<!-- -->)</span>]",Shopee,Day Cream,Moisturizer,"[<p class=""profile-description"">Combination, Medium, Warm</p>]",3 months - 6 months,n,4,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>clarangela23 recommends this product!</b></p>]","anti aging serum ini aku syuka bgt asli, karna teksturnya yg bnrbnr ringan bgt lgsg meresap, yg penting ga lengket sih, karna klo lengket itu ganyaman bgt kan, aku recommend bgt sih untuk serum dari azarine ini, bikin kulit lembab, duh cinta deh\xe2\x9d\xa4\xe2\x9d\xa4"""
155,2022-01-18T04:12:30.000Z,950521,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/deandraella"">deandraella</a></p>]","[<p class=""profile-age"">19 - 24</p>]",14253,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/mask/wash-off-peel-off/roro-mendut/masker-jerawat-brotowali?tab=reviews"">Masker Brotowali untuk Kulit Berjerawat</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/roro-mendut?tab=products&amp;order=popular&amp;page=1"">Roro Mendut</a></h3>]","[<span class=""rating-text"">4.2</span>]","[<span class=""rating-total"">(<!-- -->177<!-- -->)</span>]",Shopee,Wash-Off,Mask,"[<p class=""profile-description"">Normal, Medium Light, Neutral</p>]",1 month - 3 months,n,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>deandraella recommends this product!</b></p>]","bagus banget di combo sama skin conditioning nya bikin glowing dan nglembabin muka yang gersang ini. glowingnya dapat banget namun hanya melembabkan saja, untuk mencerahkan kurang, utnuk repurchase? masih coba yang lain duluu """
156,2022-01-18T04:08:22.000Z,992359,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/zenichaa"">zenichaa</a></p>]","[<p class=""profile-age"">19 - 24</p>]",89350,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/mask/wash-off-peel-off/true-to-skin/supple-dream-gel-mask-1?tab=reviews"">Supple Dream Gel Mask</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/true-to-skin?tab=products&amp;order=popular&amp;page=1"">True to Skin</a></h3>]","[<span class=""rating-text"">4.9</span>]","[<span class=""rating-total"">(<!-- -->127<!-- -->)</span>]",FD Try and Review,Wash-Off,Mask,"[<p class=""profile-description"">19 - 24</p>]",Less than 1 week,n,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>zenichaa recommends this product!</b></p>]","Selalu seneng buat explore serum/ampoule dengan kandungan propolis, termasuk ampoule dari By Wishtrend ini. Packagingnya dari botol kaca berwarna coklat keemasan dan ukurannya mungil 30ml. Key ingredients dari ampoule ini ada 15% propolis, houttuynia cordata dan zinc PCA. Ampoule ini menurutku scentless ya, teksturnya sendiri a lil bit watery tapi masih lebih kental sedikit dibandingkan dengan iunik propolis serum (ini sebagai referensi ya). Klaimnya dapat menenangkan kulit yg berjerawat, anti inflamasi dan kaya akan antioksidan. Aku selalu cocok dengan kandungan propolis, dan memang ampoule ini kerasa banget efeknya untuk calming dan anti inflamasi pada jerawat yg sedang meradang. Selama sebulan pemakaian juga kulitku jadi lebih sehat, plumpy dan tekstur kulit membaik! Kalau kulitku lagi beruntusan, aku selalu mengandalkan serum/ampoule yg mengandung propolis and it\'s works amazingly on my skin. Kandungan houttuynia cordata juga membuat area kemerahan menjadi lebih calm. Untuk pemakaian di AM routine menurutku ini masih enak ya dan ga kerasa berat sama sekali. Works very well on my combination skin. Untuk harganya emang a lil bit pricey dibandingkan dengan serum/ampoule propolis lain yg pernah ku coba. But it\'s worth every penny!"""
157,2022-01-18T04:08:21.000Z,950517,"[<p class=""profile-username""><a href=""//account.femaledaily.com/user/sahlamufira"">sahlamufira</a></p>]","[<p class=""profile-age"">19 - 24</p>]",45906,"[<p class=""product-name""><a href=""//reviews.femaledaily.com/products/mask/mask-sheet/roro-mendut/masker-rempah-hitam-whitening?tab=reviews"">Masker Rempah Hitam Whitening</a></p>]","[<h3 class=""product-brand""><a href=""//reviews.femaledaily.com/brands/roro-mendut?tab=products&amp;order=popular&amp;page=1"">Roro Mendut</a></h3>]","[<span class=""rating-text"">4.6</span>]","[<span class=""rating-total"">(<!-- -->120<!-- -->)</span>]",Shopee,Mask Sheet,Mask,"[<p class=""profile-description"">Normal, Medium, Neutral</p>]",1 month - 3 months,n,5,"[<p class=""recommend""><i class=""icon-ic_thumbs_up""><span class=""path1""></span><span class=""path2""></span></i><b>sahlamufira recommends this product!</b></p>]","lagi suka pakai sabun batang tapi pakainya dimasukin ke dalam kantong jaring2 gitu biar busanya banyak dan sabunnya bisa kepakai sampai habis \xf0\x9f\x91\x8d sabun ini gak bikin kering harganya murah banget tapi wanginya kurang tahan lama terus warna sabunnya cepet memudar kalau kelamaan kena air."""
